,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Intercept,9.248802207159006,0.007415887117472959,1247.1605973299431,0.0,9.234267300699566,9.263337113618446
sentiment_intensity,0.16523115283375553,0.02368398758069737,6.976492124511169,3.030104350229653e-12,0.11881127903863073,0.21165102662888033
text_length,-0.025748168737972987,6.485091674308798e-05,-397.03631083545645,0.0,-0.025875274503438163,-0.02562106297250781
