Feature,Mean_Abs_SHAP,Proportion (%)
text_length,0.15263477993697971,59.315276594167045
sentiment_intensity,0.050272279140593124,19.53626914832017
sentiment_score,0.02549563510175893,9.907837837674872
exclaim_count,0.013907024329588041,5.404397313979892
has_brackets,0.013149725642433812,5.110104092529976
question_count,0.001868496812828849,0.7261150133280417
